logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000021156	0.416742859505692	7.10412011084107	9.00674415649291	2.87435770154829e-19	2.61189910866209e-17	32.9706068550284
ENSMUSG00000036904	0.244627739129823	7.38449338638471	8.99846462039247	3.09618376055428e-19	2.79419981020981e-17	32.8716305238261
ENSMUSG00000028789	-0.243959098666929	7.36856014157566	-8.99444589210722	3.20987077764809e-19	2.87709233784294e-17	32.8285352614076
ENSMUSG00000024667	-0.281730848208001	7.332046319286	-8.98726019630221	3.42352407961778e-19	3.0478617076381e-17	32.7734381239538
ENSMUSG00000048222	-0.181336899428768	7.39992397517538	-8.95175489692047	4.70373955781519e-19	4.15949479287067e-17	32.4227465169356
ENSMUSG00000029089	-0.438838063975816	6.96929428610872	-8.91297744092554	6.64564218959974e-19	5.79887294636862e-17	32.1519840814011
ENSMUSG00000089682	-0.187353527932216	7.41545015316365	-8.91396237515764	6.58767659083333e-19	5.786615117388e-17	32.1132129152667
ENSMUSG00000007021	-0.355216902904912	7.1893857300472	-8.89727424708471	7.64086821940362e-19	6.58013592541582e-17	32.014847843505
ENSMUSG00000045896	-0.179361338230945	7.37575753872786	-8.89750348844906	7.6253308488912e-19	6.58013592541582e-17	31.9714018447981
ENSMUSG00000097277	0.303655520227478	7.36173221250565	8.88355799917546	8.62972687819433e-19	7.38345982773302e-17	31.8726673707003
ENSMUSG00000014778	0.320688540110227	7.13746709115053	8.86243099157478	1.04053542396946e-18	8.78852227321897e-17	31.7186127566034
ENSMUSG00000051504	0.198581763321976	7.44265838785912	8.86648505084395	1.00387156251488e-18	8.53355594044903e-17	31.6709721446877
ENSMUSG00000031154	0.28542416831044	6.76474504899931	8.85053783491696	1.15590003172373e-18	9.70072536177824e-17	31.6102718592607
ENSMUSG00000032698	0.306225363892523	7.27280740786787	8.84780881818275	1.1841045541869e-18	9.87453266200418e-17	31.5782266635601
ENSMUSG00000020898	0.194344476268288	7.25096626693237	8.83707789827354	1.30175473169623e-18	1.07873712860563e-16	31.4969735184668
ENSMUSG00000079339	-0.451398279792828	7.21713033724354	-8.83286300874717	1.35106062227082e-18	1.11259842244002e-16	31.43580372409
ENSMUSG00000026614	0.224352363047502	7.41158051884468	8.8226613027478	1.47816714975857e-18	1.20970996057261e-16	31.3240717288159
ENSMUSG00000027276	0.373903358122624	7.09125253325584	8.81035568935008	1.64728364655166e-18	1.33979069919535e-16	31.2691748705818
ENSMUSG00000030101	-0.270641859387662	6.75210520623641	-8.80715913486852	1.69425491737782e-18	1.36954004855032e-16	31.2395477483743
ENSMUSG00000026227	0.305983316056915	7.16832190425409	8.80190510019277	1.77434990790099e-18	1.42553868210387e-16	31.1955587304503
ENSMUSG00000028329	0.147940748791403	7.20915886103901	8.78402547019555	2.07596844146207e-18	1.65775516270935e-16	31.0427538878242
ENSMUSG00000032035	0.333321645376702	6.97007415465501	8.7707174131875	2.33283405960123e-18	1.85165190176541e-16	30.9307211406165
ENSMUSG00000084446	-0.171648316675637	7.47478098291191	-8.76965317287442	2.35468171816146e-18	1.85780157595781e-16	30.811649858273
ENSMUSG00000079286	-0.254608145995217	7.37970970124097	-8.76073898628773	2.5457950791724e-18	1.99663071209378e-16	30.7743125763136
