logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000001864	0.52640104480729	6.80923249193428	10.9980130038299	7.59532032077398e-28	9.9437933639573e-26	52.3420276220743
ENSMUSG00000041765	-0.302425909669807	7.33002415089117	-10.9843580133284	8.80741167314463e-28	1.1416498378694e-25	52.16878882753
ENSMUSG00000028465	0.496926741396616	7.00712047605969	10.9718351542869	1.00867932708056e-27	1.29466958334693e-25	52.0628354148214
ENSMUSG00000069874	0.660579194170375	6.96377712253755	10.9690495162943	1.0395552113485e-27	1.32134532300724e-25	52.0315237979422
ENSMUSG00000049439	0.439122786737656	7.15243708338326	10.9586654099529	1.16314140542314e-27	1.46421608459613e-25	51.9198228257705
ENSMUSG00000044328	0.456341475201726	7.01145966942347	10.9418069907982	1.39553722646365e-27	1.74003555893925e-25	51.7436175367328
ENSMUSG00000001761	0.658238635350312	7.04779200069266	10.9196365458559	1.77256719081607e-27	2.18928770397773e-25	51.4985909386346
ENSMUSG00000034898	0.315263237471817	7.1603117148459	10.916083977217	1.8417339367427e-27	2.25345614017153e-25	51.4706370776256
ENSMUSG00000032014	0.437212668287866	6.97802678424896	10.9107758329966	1.95009949654107e-27	2.36395394525145e-25	51.4145364501322
ENSMUSG00000026227	0.550958126693648	6.91255354295641	10.9050360955407	2.07440100927506e-27	2.46891436485719e-25	51.3535924618945
ENSMUSG00000004748	-0.312885618429765	7.37195009405704	-10.906066600896	2.05151927659494e-27	2.46408168524596e-25	51.3238197857602
ENSMUSG00000074637	0.470337017389713	6.86787848979629	10.8911700428912	2.40806443550495e-27	2.84021437744421e-25	51.2070917043831
ENSMUSG00000030127	-0.425426838810734	7.33979937308278	-10.8753333189688	2.8546611097213e-27	3.33689493289922e-25	51.0098031919036
ENSMUSG00000043015	0.320119424531917	7.35251089102677	10.8714068057005	2.97754337117269e-27	3.44973431994627e-25	50.9697407142572
ENSMUSG00000046805	0.526098884331878	7.2103291202793	10.8694738947815	3.03994776567993e-27	3.49114001300716e-25	50.9636682982678
ENSMUSG00000052151	0.364797922432459	7.13922256753898	10.861550865184	3.30959141211895e-27	3.76775397977924e-25	50.8936242872908
ENSMUSG00000016028	0.428009156068168	7.06517032108514	10.8451527221818	3.94531949057024e-27	4.45276920435738e-25	50.7210350621854
ENSMUSG00000048058	0.519588726585022	6.92879532975064	10.8302474382614	4.6275255522678e-27	5.17808243848633e-25	50.5645233257038
ENSMUSG00000018169	0.36466497227384	7.24417974851287	10.8178510743381	5.2830882913964e-27	5.86154168736963e-25	50.425714692778
ENSMUSG00000029802	0.377976414895856	7.23698465183001	10.8138854317277	5.51165106868476e-27	6.06374250346394e-25	50.3831425198814
ENSMUSG00000032431	0.315889488208566	7.44859358470344	10.8090575108473	5.8031860378493e-27	6.33127596729359e-25	50.266051592794
ENSMUSG00000072889	0.390887717315786	7.30504944688469	10.7943286078025	6.7904606537771e-27	7.34716618836775e-25	50.1725604696286
ENSMUSG00000019978	0.474684076674837	6.96240395903828	10.7840692720128	7.57485952174981e-27	8.12869351301217e-25	50.0801637852916
ENSMUSG00000029622	0.501360669804012	7.09064541363915	10.7710370137145	8.70202582272731e-27	9.26235138789804e-25	49.9409467470363
ENSMUSG00000021108	0.388309278155564	6.85903211767689	10.748475013967	1.1060076681532e-26	1.16773003156949e-24	49.7081924807435
ENSMUSG00000026288	0.312021173717979	7.27500472856227	10.7412656560731	1.19396188255734e-26	1.25050791731526e-24	49.6230102340666
ENSMUSG00000027339	0.57720472666409	6.79713525240728	10.7262683150355	1.39976465261953e-26	1.45442212953134e-24	49.4754342543227
ENSMUSG00000030064	0.573416725813332	6.78540562939987	10.7240873321273	1.43248847580133e-26	1.47670386812528e-24	49.4527164746067
ENSMUSG00000071547	0.2797371515738	7.11206137188129	10.7205917776384	1.48652574269899e-26	1.52043711120431e-24	49.4175582645015
ENSMUSG00000030801	-0.41939951477146	6.903365396514	-10.697055968129	1.90686645901841e-26	1.93524772724566e-24	49.1728047824497
ENSMUSG00000024236	0.390274804647292	6.78638309341001	10.6922414849413	2.00639017308745e-26	2.02058924200468e-24	49.1225249185339
ENSMUSG00000021583	0.422132554250786	7.18670260075646	10.6540999941721	3.00003814246698e-26	2.99820605810517e-24	48.7189744961803
ENSMUSG00000030352	0.626921459705826	6.9342814494587	10.6524884045379	3.05137710593152e-26	3.02641129324663e-24	48.7064891459169
ENSMUSG00000024590	0.430095145236061	6.97582060125862	10.6355878320764	3.64511837900334e-26	3.58811201638434e-24	48.5358975763867
ENSMUSG00000029130	-0.560421271763174	7.04184745724631	-10.6196784384492	4.30817404057794e-26	4.20915033874973e-24	48.3640673087124
