"","Power","SFT.R.sq","slope","truncated.R.sq","mean.k.","median.k.","max.k."
"65",65,0.70495297621967,-0.295040554228913,0.772607856041652,620.493213127789,526.02272967051,1508.79292337088
"66",66,0.710685035000289,-0.300820033031373,0.779155579488589,611.383487022818,517.648283714056,1492.14093518631
"67",67,0.720655606785468,-0.306582284427701,0.790171958739493,602.514934161068,509.674086666175,1475.86158190728
"68",68,0.725565972927176,-0.310688793526021,0.797534403510886,593.878110899791,501.37667579995,1459.94174641817
"69",69,0.731653478726782,-0.31612197545772,0.801034289845706,585.464064991419,493.547118214133,1444.36894519363
"70",70,0.738473351004685,-0.32143267162263,0.805768825201544,577.264303719051,485.387119315792,1429.13128944814
"71",71,0.739718339666938,-0.325881575750172,0.807980273148483,569.270764500623,478.080208314658,1414.21744916349
"72",72,0.743001503366316,-0.329992335183435,0.812197476563179,561.475787739915,470.181134489041,1399.61661974549
"73",73,0.748138480082321,-0.334564874611031,0.816032054918852,553.872091725163,463.101832247041,1385.31849108523
"74",74,0.752166990904692,-0.340093179701827,0.81721708388039,546.4527493961,456.441882795162,1371.31321882269
"75",75,0.755007690036157,-0.344541486333379,0.821193617865582,539.21116681807,449.351981629492,1357.5913976292
"76",76,0.759578476831643,-0.348328520040535,0.830235692342405,532.141063217632,442.86963146877,1344.14403634336
"77",77,0.768260860146872,-0.35313531908468,0.839871401078747,525.236452448238,436.22633412717,1330.96253480982
"78",78,0.771570967122147,-0.358164905848665,0.842560531574118,518.491625767055,429.935035992541,1318.03866228487
"79",79,0.776754716952549,-0.362914122198352,0.845531814972688,511.901135815297,423.906665571229,1305.36453728471
"80",80,0.78440521168241,-0.368331145485309,0.852645961538271,505.459781704429,417.6321461164,1292.93260876377
"81",81,0.787897820265,-0.370873644154042,0.85689007529332,499.162595119621,411.931054949094,1280.73563852038
"82",82,0.79641787292852,-0.376110171273311,0.865789262987626,493.004827359896,406.239514892003,1268.76668473621
"83",83,0.800574685747156,-0.380564899984478,0.869835405760379,486.981937241658,400.696857363882,1257.01908656381
"84",84,0.80590819075438,-0.384499560454877,0.877841635572813,481.08957979882,395.319365220479,1245.48644968444
"85",85,0.808885422109799,-0.388894535717106,0.878772635409352,475.323595718603,389.895757002931,1234.16263276436
"86",86,0.813725681112643,-0.39367418325262,0.882653045053834,469.680001457395,384.799479624402,1223.04173474443
"87",87,0.816532431376076,-0.397442151702573,0.887754601371468,464.154979985809,379.588250552718,1212.11808290277
"88",88,0.818158688043263,-0.400454289940497,0.889604790964486,458.744872116439,374.832490629818,1201.38622163553
"89",89,0.818394361278942,-0.403679918434267,0.889497400366761,453.446168371687,369.751079872434,1190.84090190516
"90",90,0.820056684789099,-0.407842543266381,0.890567337864596,448.255501352594,365.11130467299,1180.47707130963
"91",91,0.825247809808149,-0.412981432447911,0.893456692049369,443.169638572825,360.140396348292,1170.2898647298
"92",92,0.826715076329483,-0.416928760990625,0.894595227694015,438.18547572486,355.469061248803,1160.2745955155
"93",93,0.829749948670705,-0.420146208458937,0.89857032809227,433.300030348121,351.06256727278,1150.42674717396
"94",94,0.832905231456012,-0.423787530397196,0.901488477408151,428.510435871137,346.957238247721,1140.74196552707
"95",95,0.835182005979589,-0.427504491874009,0.903167663400761,423.813936002104,342.511384481569,1131.21605130632
"96",96,0.836905473549317,-0.430549759189538,0.904906335988977,419.207879444142,338.467038813633,1121.84495315709
"97",97,0.838939171853092,-0.434873706452998,0.905488019208789,414.689714913426,334.483288863315,1112.62476102536
"98",98,0.837482824492759,-0.437410136660775,0.904563140256804,410.256986440011,330.347508522308,1103.55169990274
"99",99,0.837127461202833,-0.440430151603022,0.903475888755393,405.907328932718,326.255971922854,1094.62212390673
"100",100,0.839236470274839,-0.444161212017982,0.90392588998476,401.63846399083,322.451535088761,1085.8325106753
