"","Power","SFT.R.sq","slope","truncated.R.sq","mean.k.","median.k.","max.k."
"93",93,0.19652197226993,-0.222834921281365,0.270495920987301,312.279531105008,317.603520681665,712.130261198752
"94",94,0.202814369632641,-0.22840776629455,0.283243094314887,308.550135960482,313.609024892442,705.737814638619
"95",95,0.209690215573383,-0.233751725304248,0.295487373906981,304.896569872866,309.673663590037,699.455725135827
"96",96,0.216158880778239,-0.239024740781258,0.304744250051211,301.316611118299,305.723847481462,693.281052860353
"97",97,0.220246725333506,-0.243605446163428,0.313729649521573,297.808123466804,302.095082934731,687.210965016671
"98",98,0.227025136355956,-0.249176346577893,0.326178566966761,294.369052103647,298.366565876967,681.242730899869
"99",99,0.231664140352427,-0.253537602157831,0.333782883328892,290.997419782722,295.01698767917,675.373717227582
"100",100,0.237501272149701,-0.259072571119531,0.341826901367709,287.691323196667,291.482462840386,669.601383729784
"101",101,0.242486194983441,-0.264454418430458,0.346420413493258,284.448929549532,287.985382873523,663.923278979802
"102",102,0.247058711509699,-0.269299913492914,0.352943358231719,281.268473318896,284.537438447363,658.337036451151
"103",103,0.251010667188731,-0.274607111352689,0.359742901164229,278.148253195291,281.266230844474,652.840370785892
"104",104,0.256060871967868,-0.278991359078188,0.366455281585339,275.086629187663,278.117367213463,647.431074261259
"105",105,0.260328480786311,-0.28449895339606,0.37265813797007,272.082019884424,274.905466570928,642.107013442249
"106",106,0.265674255275944,-0.288849399866865,0.380648170624624,269.132899860389,271.927963923503,636.866126008724
"107",107,0.271670556177731,-0.292573853629869,0.389946383607383,266.237797220599,268.945118218203,631.706417746404
"108",108,0.276437436483201,-0.296521696036003,0.39871753485597,263.395291272622,265.903650561839,626.62595969184
"109",109,0.279106929360414,-0.30130695979623,0.405617843717487,260.604010319562,262.861758391042,621.622885422164
"110",110,0.27998407577377,-0.306449148558903,0.408583925979074,257.862629566495,259.881752585982,616.695388481016
"111",111,0.284350335005266,-0.311108102309756,0.415654337777831,255.16986913358,257.184132161226,611.841719932655
"112",112,0.288660187569047,-0.315476074250397,0.423954922865978,252.524492169529,254.552623384484,607.060186036787
"113",113,0.292074308972938,-0.32002521005844,0.430344669547938,249.925303059573,251.899376923113,602.349146037125
"114",114,0.295306115869724,-0.324384165583195,0.435264282979693,247.371145722402,249.148995599551,597.707010057185
"115",115,0.29823877218332,-0.32824588384976,0.440578458125298,244.860901990993,246.464246347234,593.132237097229
"116",116,0.303618965817819,-0.331428442124083,0.44875470337783,242.393490072492,243.870818688166,588.623333126651
"117",117,0.307722472269687,-0.335095645880499,0.457724258569667,239.967863082703,241.305471772833,584.178849266504
"118",118,0.312312853127658,-0.338271802408897,0.46661037242984,237.583007650975,238.831383861335,579.797380057162
"119",119,0.316251313426995,-0.341540724329699,0.474964670600625,235.237942591565,236.354869465358,575.477561806452
"120",120,0.319496396513028,-0.347010788797501,0.480388795808984,232.931717637802,233.767590879632,571.218071013884
"121",121,0.32513932411992,-0.350979363733105,0.488910995817277,230.663412235618,231.401042310914,567.017622866872
"122",122,0.327354374515774,-0.35514958339631,0.492868536722423,228.432134393194,229.081394765691,562.874969805083
"123",123,0.332257064290486,-0.358593842281637,0.500287241823446,226.237019583718,226.78838209484,558.788900149308
"124",124,0.336205037734349,-0.361554877641123,0.504884446414825,224.077229698387,224.378656965373,554.758236791463
"125",125,0.339843189666542,-0.365741905066514,0.511122910770716,221.951952046996,222.145889642458,550.781835942507
"126",126,0.341396101668913,-0.368574074102738,0.517516890752613,219.860398403607,219.951944194282,546.858585935301
"127",127,0.344739711699156,-0.372640589296538,0.521923191783906,217.801804094928,217.814017581195,542.987406079558
"128",128,0.348874077689655,-0.376284922053894,0.529466275634716,215.775427129186,215.675509924702,539.167245566248
"129",129,0.353040437605238,-0.380631759514211,0.532471125028864,213.78054736342,213.490054310719,535.397082418944
"130",130,0.357208323060331,-0.384951771597194,0.538370742037445,211.816465707211,211.411996690728,531.675922489756
"131",131,0.360828081202515,-0.387677132343278,0.543719689874296,209.882503361004,209.329488905489,528.002798497622
