,lv_diff,regional_diff
ENSMUSG00000002222,0.05131358675198444,1.4760901312685737
ENSMUSG00000002227,0.11019693365884908,1.0942679505103245
ENSMUSG00000002233,0.047933869314905175,2.538883423628185
ENSMUSG00000002250,0.2453937983126474,1.410389406882884
ENSMUSG00000002265,0.06278823878935236,1.1755631202516401
ENSMUSG00000002266,0.02197430125014388,2.030079563125364
ENSMUSG00000002274,0.025301039490685073,1.7773822643746306
ENSMUSG00000002279,0.03204848752776923,1.5664186165157812
ENSMUSG00000002280,0.0790943340062375,1.56424250497686
ENSMUSG00000002289,0.14516003035909075,1.2789236436119469
ENSMUSG00000002307,0.06359077901926388,1.1481865240804519
ENSMUSG00000002308,0.10298671035573298,1.8373583347341715
ENSMUSG00000002319,0.0324634040914773,2.481810464123758
ENSMUSG00000002320,0.04184280010285668,1.5802979634858818
ENSMUSG00000002324,0.05594297186836261,1.0888430884904918
ENSMUSG00000002325,0.04012740349813332,1.2334238051335151
ENSMUSG00000002326,0.015693817370889873,1.116820368645468
ENSMUSG00000002329,0.08116937167382027,1.5706353057224165
ENSMUSG00000002332,0.06279715385632406,1.3882214714870589
ENSMUSG00000002341,0.14559665189141258,1.1203948657727085
ENSMUSG00000002342,0.03118900660256979,2.065258726612303
ENSMUSG00000002343,0.10644651768186814,1.4057302429661445
ENSMUSG00000002345,0.02514211630993457,1.19428762895748
ENSMUSG00000002346,0.0835396535869862,1.312987383805417
ENSMUSG00000002365,0.19399365653248402,1.3304087667824376
ENSMUSG00000002372,0.03621530222584124,1.4906787891356947
ENSMUSG00000002379,0.043521418966479986,1.9698727916962728
ENSMUSG00000002393,0.06676188134331357,1.1977811993856398
ENSMUSG00000002395,0.016015785845510444,1.8912541938742415
ENSMUSG00000002396,0.054796327076161,1.4016641519168367
ENSMUSG00000002409,0.04484675741344046,1.2163795116302782
ENSMUSG00000002413,0.07310346275318791,1.4045402957144877
ENSMUSG00000002416,0.020224360144193987,1.418690897207293
ENSMUSG00000002428,0.06667145959626342,1.7016069571105925
ENSMUSG00000002455,0.21212472251717326,1.648353222593648
ENSMUSG00000002458,0.13953307320236652,1.6480815750138305
ENSMUSG00000002459,0.04175403369831393,1.348883530148319
ENSMUSG00000002475,0.034622988919095044,1.815692073556233
ENSMUSG00000002477,0.14489998320804737,1.6422307686969735
ENSMUSG00000002486,0.042603624431010845,2.0416742633163256
ENSMUSG00000002489,0.02796025873055008,1.9147264344595718
ENSMUSG00000002496,0.06732686502528484,1.2385507842361436
ENSMUSG00000002504,0.0390993272992643,1.5020875468181525
ENSMUSG00000002524,0.07735831266018262,1.4640133104305706
ENSMUSG00000002546,0.04824891508211937,1.3498165455062348
ENSMUSG00000002550,0.09338815555966778,1.1860752316085992
ENSMUSG00000002578,0.02343240816402936,1.7637235064295318
ENSMUSG00000002580,0.04887582384809719,1.7305592340536344
ENSMUSG00000002602,0.13978474830641796,1.2037663761972714
ENSMUSG00000002603,0.07439615001110106,1.6111385850760966
ENSMUSG00000002608,0.043474399428351185,1.2226625486634848
ENSMUSG00000002617,0.020647052347427364,2.1955052557625514
ENSMUSG00000002625,0.11245144418756858,1.2557761712519242
ENSMUSG00000002635,0.1409948061421663,1.227398590021451
ENSMUSG00000002658,0.077948415144594,1.774943761097258
ENSMUSG00000002660,0.05297868796305405,1.6014001302895897
ENSMUSG00000002661,0.03854903984500349,1.75303241764088
ENSMUSG00000002679,0.14171572523943404,1.1232915266172971
ENSMUSG00000002688,0.05666390697552415,1.5740735185287424
ENSMUSG00000002718,0.08392550948637945,1.5758947285930311
ENSMUSG00000002728,0.20204910499244222,1.3913839960430934
ENSMUSG00000002731,0.18943572481093018,1.347993044906115
ENSMUSG00000002732,0.06757376724121633,2.199187213188999
ENSMUSG00000002733,0.058501323191958304,1.7116745745360145
ENSMUSG00000002741,0.10041659188017432,2.3529628312673205
ENSMUSG00000002748,0.1326535549437789,1.2646532979902358
ENSMUSG00000002763,0.07450307030237002,1.4250530380883588
ENSMUSG00000002767,0.14291757202544408,1.5675983579774553
ENSMUSG00000002768,0.10522012438094647,1.8120700893839488
ENSMUSG00000002771,0.03572767125608567,1.2504879979425076
ENSMUSG00000002778,0.050695307042850635,1.4602836384499518
ENSMUSG00000002781,0.06751926177442596,1.2018376774978436
ENSMUSG00000002797,0.05842195296198405,1.7698889675148464
ENSMUSG00000002799,0.06717144521085694,1.232845788149644
ENSMUSG00000002803,0.0770879179367564,1.8177800677119256
ENSMUSG00000002804,0.17899200264507747,1.364626239995604
ENSMUSG00000002808,0.0986417559244763,1.1212028158008984
ENSMUSG00000002812,0.06418933779378055,1.4278650161572768
ENSMUSG00000002814,0.09757985732831509,1.5985649806057443
ENSMUSG00000002820,0.06976069410186184,1.5976290353581164
ENSMUSG00000002825,0.09598784996562121,1.1806181972216696
ENSMUSG00000002831,0.1490687938886332,1.3270283503089082
ENSMUSG00000002833,0.0691765086719236,1.6473116831640322
ENSMUSG00000002835,0.09645890856097128,1.9892961273620962
ENSMUSG00000002844,0.06316233621718959,1.8193333075627074
ENSMUSG00000002845,0.04899440606366379,1.2514303546433394
ENSMUSG00000002846,0.06307414198656641,1.2831339979211134
ENSMUSG00000002847,0.18700659227277794,1.0116461605292435
ENSMUSG00000002870,0.17607265193606614,1.1469784332061184
ENSMUSG00000002871,0.016147613777819814,1.227948349422391
ENSMUSG00000002881,0.07877766284999488,1.8690284009978486
ENSMUSG00000002885,0.12282999203161876,1.0726330387380336
ENSMUSG00000002897,0.1213968901721647,1.1790221105035021
ENSMUSG00000002900,0.07331399828698149,1.4018095970501578
ENSMUSG00000002908,0.1745183500088957,1.458102899687198
ENSMUSG00000002910,0.19008777269670896,1.1945608577523605
ENSMUSG00000002948,0.03945570537328391,1.759201375877937
ENSMUSG00000002949,0.048376319865501505,1.9968684157884582
ENSMUSG00000002957,0.055522004736612174,1.4884045514866178
ENSMUSG00000002963,0.1405483298945418,1.2450178398775342
ENSMUSG00000002968,0.09037238621844013,1.2696404029007187
ENSMUSG00000002980,0.06990320357406082,1.1236164445831798
ENSMUSG00000002981,0.06314927220086786,1.3134682998391911
ENSMUSG00000002983,0.041322797850010806,1.6310814864390388
ENSMUSG00000002984,0.08182557709269722,1.466309576785549
ENSMUSG00000002985,0.049350725050243016,1.2431183778683408
ENSMUSG00000002996,0.02468168921642766,1.5976652849233126
ENSMUSG00000002997,0.19092008384782366,1.5107705918290073
ENSMUSG00000003031,0.06012107474334594,1.6177565887917422
ENSMUSG00000003032,0.18755346200892048,1.2520394606774317
ENSMUSG00000003033,0.0958309925624331,1.1957218998533237
ENSMUSG00000003037,0.13445685445997096,1.8103532975249135
ENSMUSG00000003038,0.2183835723927074,1.348807888178909
ENSMUSG00000003039,0.2688565292242171,1.1962039305131995
ENSMUSG00000003062,0.03758359332530109,1.9379198402518658
ENSMUSG00000003068,0.04350487746420478,1.5339882314302935
ENSMUSG00000003070,0.2038825743563628,1.194800480732955
ENSMUSG00000003072,0.03623830198983119,1.6751372793127473
ENSMUSG00000003099,0.08444493483239379,1.4277189057099717
ENSMUSG00000003119,0.024456790618866298,2.649786316092458
ENSMUSG00000003123,0.12772008960791742,1.2502613816591786
ENSMUSG00000003131,0.15295176668412008,1.2004057399104173
ENSMUSG00000003134,0.05151452798608411,1.677370551706749
ENSMUSG00000003135,0.19407490892071425,1.1573693645575662
ENSMUSG00000003153,0.0613224405196971,2.0288630272501225
ENSMUSG00000003154,0.06121286174215301,1.4387713922504914
ENSMUSG00000003161,0.06773757896113802,1.3053730020184742
ENSMUSG00000003166,0.19526062523294513,1.2267674509243975
ENSMUSG00000003178,0.009746079261673701,2.043696363269751
ENSMUSG00000003184,0.14370472418938862,1.8785292589590674
ENSMUSG00000003198,0.07151944157723134,1.4189893293888594
ENSMUSG00000003199,0.03152009298006547,1.5042282940519842
ENSMUSG00000003200,0.07600363146513034,1.2968893241708144
ENSMUSG00000003208,0.12373255877432315,1.4613989229014563
ENSMUSG00000003226,0.03915790582250439,1.4705687705357988
ENSMUSG00000003228,0.05720422198174874,1.2832759413985917
ENSMUSG00000003233,0.05701084896293618,1.0330461026997149
ENSMUSG00000003234,0.053640306646630276,2.2753641514657743
ENSMUSG00000003235,0.1107083687108622,1.3154846493628884
ENSMUSG00000003269,0.08407107810788997,1.774253333306629
ENSMUSG00000003271,0.03736858538555887,1.5550055931928968
ENSMUSG00000003273,0.06347082002874266,1.22053062934804
ENSMUSG00000003279,0.06471918830630541,1.2533916930728135
ENSMUSG00000003283,0.14234019771836692,1.1796247925388599
ENSMUSG00000003299,0.07477438587985888,1.1751663232562126
ENSMUSG00000003308,0.04169805405539173,1.4830227618203793
ENSMUSG00000003316,0.02316343000779386,1.5785477740030402
ENSMUSG00000003344,0.07508052831633527,1.6634807980632373
ENSMUSG00000003345,0.06155531062060893,1.3275741121722326
ENSMUSG00000003346,0.08387018566408488,1.4821270653482073
ENSMUSG00000003348,0.12829553017240347,1.0721731976569129
ENSMUSG00000003352,0.1628398349920705,1.2513791475708678
ENSMUSG00000003354,0.17740792579350684,1.341701697934166
ENSMUSG00000003355,0.0679593320343167,1.2861928387310515
ENSMUSG00000003360,0.08417151497259731,1.6352878816536147
ENSMUSG00000003363,0.06370487565688498,2.0006809035535107
ENSMUSG00000003378,0.07028682376682993,1.53737398678626
ENSMUSG00000003380,0.04385669589678465,1.9347991847046782
ENSMUSG00000003382,0.055067482596617756,1.3272069285886179
ENSMUSG00000003402,0.03233588953396978,1.3978409136386267
ENSMUSG00000003410,0.09255322421829515,1.361057521368052
ENSMUSG00000003411,0.10405196121952448,2.252094503494846
ENSMUSG00000003420,0.05713766291928374,1.43349912944481
ENSMUSG00000003421,0.09778218169669839,1.463565826082366
ENSMUSG00000003423,0.12525782859060974,1.3204224856282605
ENSMUSG00000003429,0.01413277312439365,1.82943842273618
ENSMUSG00000003435,0.018559705695701312,1.5181564980014235
ENSMUSG00000003437,0.06361398102818544,1.4302839833095973
ENSMUSG00000003438,0.037189318996551146,2.7679743870347284
ENSMUSG00000003444,0.10240715486265903,1.386345385128994
ENSMUSG00000003452,0.01533803380629839,1.9826772062655056
ENSMUSG00000003458,0.05244311780839528,2.1101229999805793
ENSMUSG00000003464,0.07078705393412693,1.3923708464213556
ENSMUSG00000003469,0.08164560838385959,1.380440607073817
ENSMUSG00000003500,0.056702534299230556,1.9308510219565775
ENSMUSG00000003518,0.04206325063603317,1.2904788281186919
ENSMUSG00000003526,0.1346421151368945,1.2422267089126395
ENSMUSG00000003527,0.14861540700960751,1.6520243304860405
ENSMUSG00000003528,0.09432070384446462,1.5348647765234762
ENSMUSG00000003531,0.035956084715876524,2.0068711681457803
ENSMUSG00000003534,0.07996572023676196,1.4002202760215128
ENSMUSG00000003541,0.08420441400508294,1.0364062965204661
ENSMUSG00000003545,0.04799568255108427,1.806325212367998
ENSMUSG00000003546,0.12938101139666452,1.6579677755141617
ENSMUSG00000003549,0.05256031398152494,1.2085764232541842
ENSMUSG00000003559,0.08822832821905391,1.558224796560259
ENSMUSG00000003573,0.019379372175004628,3.1063545220917885
ENSMUSG00000003575,0.07226980134600236,1.3176775075746514
ENSMUSG00000003581,0.08272534319101321,1.5292530472456403
ENSMUSG00000003585,0.07855985496609741,1.7019544568685432
ENSMUSG00000003604,0.10655927710171198,1.1933927889541287
ENSMUSG00000003617,0.10326001159800274,1.4786031572677516
ENSMUSG00000003623,0.037863482710006946,1.321995110176638
ENSMUSG00000003644,0.02416758863214874,2.5088332784781024
ENSMUSG00000003657,0.022490557610533868,2.0085838224461803
ENSMUSG00000003660,0.012675039999600402,1.7588330158604397
ENSMUSG00000003662,0.09758961767503234,1.364644477498836
ENSMUSG00000003665,0.1775326554348346,1.1869139289122417
ENSMUSG00000003680,0.06594288361614997,1.0799350196956117
ENSMUSG00000003721,0.0563713990976325,1.2347376278343263
ENSMUSG00000003731,0.027265299155219025,1.067572217523937
