"","x"
"1343","blue"
"1344","turquoise"
"1345","blue"
"1346","lightcyan"
"1347","lightcyan1"
"1348","turquoise"
"1349","red"
"1350","black"
"1351","darkorange"
"1352","pink"
"1353","turquoise"
"1354","turquoise"
"1355","lavenderblush3"
"1356","tan"
"1357","brown"
"1358","blue"
"1359","magenta"
"1360","pink"
"1361","green"
"1362","mediumorchid"
"1363","salmon"
"1364","red"
"1365","turquoise"
"1366","yellowgreen"
"1367","midnightblue"
"1368","plum1"
"1369","brown"
"1370","brown"
"1371","blue"
"1372","pink"
"1373","lightgreen"
"1374","midnightblue"
"1375","lightyellow"
"1376","magenta"
"1377","greenyellow"
"1378","thistle2"
"1379","bisque4"
"1380","orange"
"1381","purple"
"1382","thistle3"
"1383","cyan"
"1384","pink"
"1385","yellow"
"1386","royalblue"
"1387","lavenderblush3"
"1388","red"
"1389","darkorange"
"1390","yellowgreen"
"1391","lightcyan"
"1392","darkslateblue"
"1393","magenta"
"1394","lightyellow"
"1395","turquoise"
"1396","brown"
"1397","green"
"1398","brown"
"1399","darkgreen"
"1400","blue"
"1401","magenta4"
"1402","skyblue3"
"1403","violet"
"1404","purple"
"1405","thistle1"
"1406","turquoise"
"1407","royalblue"
"1408","turquoise"
"1409","green"
"1410","lavenderblush3"
"1411","lightyellow"
"1412","turquoise"
"1413","lightsteelblue1"
"1414","darkgrey"
"1415","yellow3"
"1416","purple"
"1417","cyan"
"1418","grey60"
"1419","lightgreen"
"1420","darkred"
"1421","darkmagenta"
"1422","purple"
"1423","brown"
"1424","blue"
"1425","steelblue"
"1426","orange"
"1427","yellow"
"1428","pink"
"1429","darkturquoise"
"1430","lightpink4"
"1431","purple"
"1432","pink"
"1433","darkseagreen4"
"1434","darkorange2"
"1435","maroon"
"1436","turquoise"
"1437","plum2"
"1438","black"
"1439","coral"
"1440","mediumpurple3"
"1441","royalblue"
"1442","pink"
"1443","violet"
"1444","steelblue"
"1445","orangered4"
"1446","skyblue"
"1447","blue"
"1448","yellowgreen"
"1449","orangered4"
"1450","darkred"
"1451","lightgreen"
"1452","grey60"
"1453","lightcoral"
"1454","lightyellow"
"1455","darkorange"
"1456","skyblue1"
"1457","yellow"
"1458","skyblue"
"1459","blue"
"1460","grey60"
"1461","orangered4"
"1462","red"
"1463","pink"
"1464","magenta"
"1465","tan"
"1466","darkseagreen4"
"1467","firebrick4"
"1468","white"
"1469","lightyellow"
"1470","grey60"
"1471","turquoise"
"1472","violet"
"1473","steelblue"
"1474","white"
"1475","darkolivegreen4"
"1476","honeydew"
"1477","green"
